myDate;myTime;mySize;Identifier
08/25/2014;02:18 PM;2,880,033;800045sr_04.mp3
08/25/2014;02:18 PM;2,880,033;800045sr_05.mp3
08/25/2014;02:18 PM;2,880,033;800045sr_06.mp3
08/25/2014;02:18 PM;2,880,033;800045sr_07.mp3
08/25/2014;02:18 PM;2,880,033;800045sr_08.mp3
08/25/2014;02:18 PM;2,880,033;800045sr_09.mp3
08/25/2014;02:18 PM;2,880,033;800045sr_10.mp3
08/25/2014;02:19 PM;2,880,033;800045sr_11.mp3
08/25/2014;02:19 PM;2,880,033;800045sr_12.mp3
08/25/2014;02:19 PM;2,880,033;800045sr_13.mp3
08/25/2014;02:19 PM;2,880,033;800045sr_14.mp3
08/25/2014;02:19 PM;2,880,033;800045sr_15.mp3
08/25/2014;02:19 PM;1,775,649;800045sr_16.mp3
08/25/2014;02:19 PM;2,879,649;800046sr_01.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_02.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_03.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_04.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_05.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_06.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_07.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_08.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_09.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_10.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_11.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_12.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_13.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_14.mp3
08/25/2014;02:19 PM;2,880,033;800046sr_15.mp3
08/25/2014;02:19 PM;2,478,753;800046sr_16.mp3
08/25/2014;02:19 PM;2,879,738;800047Asr_01.mp3
08/25/2014;02:19 PM;2,880,157;800047Asr_02.mp3
08/25/2014;02:19 PM;2,879,739;800047Asr_03.mp3
08/25/2014;02:19 PM;2,880,157;800047Asr_04.mp3
08/25/2014;02:19 PM;2,880,156;800047Asr_05.mp3
08/25/2014;02:19 PM;2,879,739;800047Asr_06.mp3
08/25/2014;02:19 PM;2,880,157;800047Asr_07.mp3
08/25/2014;02:19 PM;2,879,739;800047Asr_08.mp3
08/25/2014;02:19 PM;2,880,156;800047Asr_09.mp3
08/25/2014;02:19 PM;2,880,157;800047Asr_10.mp3
08/25/2014;02:19 PM;2,879,739;800047Asr_11.mp3
08/25/2014;02:19 PM;2,880,157;800047Asr_12.mp3
08/25/2014;02:19 PM;2,880,156;800047Asr_13.mp3
08/25/2014;02:19 PM;2,879,739;800047Asr_14.mp3
08/25/2014;02:19 PM;2,880,157;800047Asr_15.mp3
08/25/2014;02:19 PM;2,879,739;800047Asr_16.mp3
08/25/2014;02:19 PM;2,880,156;800047Asr_17.mp3
08/25/2014;02:19 PM;2,880,157;800047Asr_18.mp3
08/25/2014;02:19 PM;2,879,739;800047Asr_19.mp3
08/25/2014;02:19 PM;2,880,157;800047Asr_20.mp3
08/25/2014;02:19 PM;2,880,156;800047Asr_21.mp3
08/25/2014;02:19 PM;1,366,309;800047Asr_22.mp3
08/25/2014;02:19 PM;2,879,649;800047Bsr_01.mp3
08/25/2014;02:19 PM;2,880,033;800047Bsr_02.mp3
08/25/2014;02:19 PM;2,880,033;800047Bsr_03.mp3
08/25/2014;02:19 PM;2,880,033;800047Bsr_04.mp3
08/25/2014;02:19 PM;2,880,033;800047Bsr_05.mp3
08/25/2014;02:19 PM;2,880,033;800047Bsr_06.mp3
08/25/2014;02:19 PM;362,529;800047Bsr_07.mp3
